Name,Last Name,First Name,Byrd,SI - Climate,Flagged - Climate + Energy,Operating Unit,Title,Flagged - Other,Award ID,Award Title,Awd PI,Co-I,Department Prop,Awd Dept,Award Alloc,College,Sponsor Name Prop,Fed/Non,Awd Spnsr,Awd Spnsr Level,Awd Spnsr Type,Prime Spnsr,Prime Spnsr Level,Prime Spnsr Type,Total Amt,Start Date,End Date,Discovery Theme,Award FY,Award Type,Reference,Ref Awd Num,CFDA
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00037149,SWOT algorithms definition team hydrology activities,"Durand,Michael Thomas",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Jet Propulsion Lab,Fed,Jet Propulsion Lab,FED,NASA,Nat Aeronautics & Space Admin,FED,NASA,"246,114.00",10/10/2014,04/30/2016,Disc Theme- Energy Environ,2015,CON,1514215,1514215,N/A
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00038503,Determining controls of global runoff from the upcoming Surface Water and Ocean Topography (SWOT) Satellite - (student: Stephen Tuozzolo),"Durand,Michael Thomas","Tuozzolo, Stephen John",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"105,000.00",09/01/2015,08/31/2016,Disc Theme- Energy Environ,2016,GR,NNX15AN33H,NNX15AN33H,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00039459,Integrating lateral contributions and longitudinal controls along river reaches to improve SWOT discharge estimates,"Durand,Michael Thomas",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"109,195.00",08/11/2016,08/10/2020,Disc Theme- Energy Environ,2017,GR,NNX16AQ31G,NNX16AQ31G,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00039487,"Development and comprehensive validation of SWOT river discharge algorithms from AirSWOT, simulator, and field measurements","Durand,Michael Thomas",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"714,405.00",04/04/2016,04/03/2020,Disc Theme- Energy Environ,2016,GR,NNX16AH82G,NNX16AH82G,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00044287,Characterizing accuracy of an advanced snow water equivalent retrieval algorithm applied to airborne microwave remote sensing measurements,"Durand,Michael Thomas",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"335,270.00",07/13/2017,07/12/2022,Disc Theme- Energy Environ,2018,GR,80NSSC17K0200,80NSSC17K0200,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00045038,Surface Water and Ocean Topography (SWOT) algorithm definition team hydrology activities,"Durand,Michael Thomas","Frasson, Renato",Earth Sciences,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,Jet Propulsion Lab,Fed,Jet Propulsion Lab,FED,NASA,Nat Aeronautics & Space Admin,FED,NASA,"249,998.00",09/27/2016,09/30/2018,Disc Theme- Energy Environ,2017,CON,1559907,1559907,N/A
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00048167,Utilizing flood inundation observations to obtain floodplain topography in data-scarce regions for use in a hydrodynamic model (Student: Apoorva Shastry),"Durand,Michael Thomas","Shastry, Apoorva Ramesh",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"80,000.00",09/01/2017,08/31/2019,Disc Theme- Energy Environ,2018,GR,80NSSC17K0322,80NSSC17K0322,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00049753,Estimating Arctic river discharge from ArcticDEM,"Durand,Michael Thomas","Howat, Ian M",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"271,260.00",10/01/2018,09/30/2021,Disc Theme- Energy Environ,2019,GR,80NSSC18K1497,80NSSC18K1497,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00052690,Enhancing water resource management in Alaska: Integration of remotely sensed streamflow data into resource management agency operations,"Durand,Michael Thomas",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"10,028.00",07/01/2019,06/30/2022,Disc Theme- Energy Environ,2020,GR,80NSSC19K1250,80NSSC19K1250,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00053000,Surface Water and Ocean Topography algorithm definition team hydrology activities for rivers,"Durand,Michael Thomas","Frasson, Renato",Earth Sciences,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,Jet Propulsion Lab,Fed,Jet Propulsion Lab,FED,NASA,Nat Aeronautics & Space Admin,FED,NASA,"364,971.00",10/02/2018,09/25/2020,Disc Theme- Energy Environ,2019,CON,1613807,1613807,43.001
"Durand, Michael",Durand,Michael,Yes,Yes,No,Earth Sciences,Professor,,GRT00054946,Are global models correctly representing water storage in major river basins? A comparison of modeled and measured channel water storage (Student: S. Coss),"Durand,Michael Thomas","Coss, Stephen Paul",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"35,000.00",09/01/2019,08/31/2020,Disc Theme- Energy Environ,2020,GR,80NSSC19K1362,80NSSC19K1362,43.001
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00025931,Development of novel process technologies for efficient conversion of lignocellulosic biomass to fermentable sugars and optimization of butanol fermentation process,"Ezeji,Thaddeus Chukwuemeka",,OARDC Animal Sciences,OARDC Animal Sciences,100.00,Ohio Agric Research & Dev Ctr,"Peloton Technologies, LLC",Non,"Peloton Technologies, LLC",IND,INOT,,,,"27,498.50",02/08/2012,12/31/2015,,2015,CON,"Agreement dtd February 8, 2012","Agreement dtd February 8, 2012",
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00041886,I-Corps site technology innovation and entrepreneurial preparation grant: Mini grants,"Ezeji,Thaddeus Chukwuemeka","Brummet, Shauna Renea; Miller, Sally Ann",OARDC Animal Sciences,OARDC Animal Sciences,50.00,Ohio Agric Research & Dev Ctr,Univ of Akron,Non,Univ of Akron,OTHR,COLL,NSF Office of Integrative Activities,FED,NSF,"5,000.00",10/02/2015,06/30/2016,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2016,GR,OSU 7-535326,535326-OSU 7,47.080
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00043130,Butanol production with high yield and carbon conversion using novel biocatalysts,"Ezeji,Thaddeus Chukwuemeka",,OARDC Animal Sciences,OARDC Animal Sciences,100.00,Ohio Agric Research & Dev Ctr,Oklahoma State University,Non,Oklahoma State University,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"57,000.00",09/01/2016,08/31/2018,Disc Theme- Energy Environ,2017,GR,2560020.OHS1,2560020.OHS1,10.320
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00049410,Developing second-generation hyper-producers of butanol from biomass by activating dormant pathways,"Ezeji,Thaddeus Chukwuemeka","Ujor, Victor Chinomso",PROBE/OCAMM,OARDC Animal Sciences,100.00,Ohio Agric Research & Dev Ctr,"NSF Div Chem, Bioeng, Environ, & Trnsp S",Fed,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,,,,"318,903.00",08/01/2018,07/31/2021,Disc Theme- Energy Environ,2019,GR,1803022,1803022,47.041
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00052254,Engineering biocatalysts consortium for efficient conversion of lignocellulosic biomass and greenhouse gas mixture to fuels and chemicals,"Ezeji,Thaddeus Chukwuemeka","Ujor, Victor Chinomso",ATI- Administrative Support,OARDC Animal Sciences,20.00,Ohio Agric Research & Dev Ctr,Oklahoma State University,Non,Oklahoma State University,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"45,000.00",06/01/2018,05/15/2019,Disc Theme- Energy Environ,2019,GR,2014-38502-22598,2561360.OHS2,10.320
"Ezeji, Thaddeus",Ezeji,Thaddeus,,Yes,Flag,,,,GRT00053393,Development of a separation system for efficient fermentation of mixed substrates and in situ recovery of hydrophobic bulk chemicals,"Ezeji,Thaddeus Chukwuemeka","Ho, W.S. Winston ; Shah, Ajay ; Ujor, Victor Chinomso",PROBE/OCAMM,OARDC Animal Sciences,100.00,Ohio Agric Research & Dev Ctr,National Institute of Food & Agriculture,Fed,National Institute of Food & Agriculture,FED,USDA,,,,"467,122.00",08/01/2019,07/31/2022,Disc Theme- Energy Environ,2020,GR,2.019670213e+13,20196702129944,10.310
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00028603,Pilot scale demonstration of iron based coal-direct chemical looping process,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Babcock & Wilcox,Non,Babcock & Wilcox,IND,INOH,US Department of Energy,FED,DOE,"400,001.00",10/01/2012,09/30/2016,,2015,CP,"Subcontract No. RCD 1485, PB2",Subcontract No. RCD 1485,81.089
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00031889,Novel low-cost environmentally-friendly synthetic approaches toward core-shell structured micro-particles for fossil energy applications,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Howard Univ,Non,Howard Univ,OTHR,COLL,US Department of Energy,FED,DOE,"33,952.00",07/01/2013,06/30/2015,,2015,GR,0007955-1000046194,0007955-1000046194,81.089
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00034823,Calcium looping processes for clean coal conversion: Investigation of high pressure steam reactivation and process modeling,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"160,000.00",08/08/2014,12/31/2016,Disc Theme- Energy Environ,2016,GR,R-14-08,R-14-08,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00035248,Commercialization of an atmospheric iron-based coal direct chemical looping process for power production,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"2,499,894.00",08/11/2014,10/01/2016,Disc Theme- Energy Environ,2015,GR,OER-CDO-D-14-17,OER-CDO-D-14-17,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00035346,"Pilot scale testing of the carbon negative, product-flexible syngas chemical looping process","Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"1,350,000.00",08/11/2014,12/31/2016,Disc Theme- Energy Environ,2015,GR,OER-CDO-D-14-18,OER-CDO-D-14-18,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00035441,Redox mechanism study of iron-based oxygen carriers in coal-direct chemical looping reactions,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"160,000.00",01/01/2014,12/31/2016,Disc Theme- Energy Environ,2016,GR,R-14-09,R-14-09,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00037003,Pilot scale operation and testing of syngas chemical looping for hydrogen production,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Nat Energy Tech Lab,Fed,Nat Energy Tech Lab,FED,DOE,,,,"1,500,000.00",10/01/2014,09/30/2016,Disc Theme- Energy Environ,2015,CP,DE-FE0023915,DE-FE0023915,81.089
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00038675,Techno-economic analysis of the carbonation calcination reaction (CCR) process for post combustion CO2 capture from coal combustion power plants,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"159,960.00",01/01/2016,12/31/2017,Disc Theme- Energy Environ,2016,GR,R-15-02,R-15-02,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00039756,Study of physical and chemical interaction between coal and oxygen carrier particles in the OSU coal-direct chemical looping process,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"159,999.00",01/01/2016,12/31/2017,Disc Theme- Energy Environ,2016,GR,R-15-01,R-15-01,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00040269,Chemical looping coal gasification sub-pilot unit demonstration and economic assessment for IGCC applications,"Fan,Liang-Shih","Tong, Andrew S.",Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Nat Energy Tech Lab,Fed,Nat Energy Tech Lab,FED,DOE,,,,"1,500,000.00",10/01/2015,03/31/2017,Disc Theme- Energy Environ,2016,GR,DE-FE0026185,DE-FE0026185,81.089
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00040751,Chemical looping coal gasification sub-pilot unit demonstration and economic assessment for IGCC application,"Fan,Liang-Shih","Tong, Andrew S.",Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"1,000,000.00",02/02/2016,04/30/2018,Disc Theme- Energy Environ,2016,GR,OER-CDO-D-15-07,OER-CDO-D-15-07,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00043120,Biomass gasification for chemicals production using chemical looping techniques,"Fan,Liang-Shih","Tong, Andrew S.",Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"1,500,000.00",10/01/2016,09/30/2017,Disc Theme- Energy Environ,2017,CP,DE-EE0007530,DE-EE0007530,81.087
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00043293,10 Megawatts electrical coal direct chemical looping large pilot plant - Pre-front end engineering and design study,"Fan,Liang-Shih","Tong, Andrew S.",Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Babcock & Wilcox,Non,Babcock & Wilcox,IND,INOH,US Department of Energy,FED,DOE,"375,000.00",04/01/2017,03/31/2020,Disc Theme- Energy Environ,2018,CP,RCD 1500,RCD 1500,81.089
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00045549,10 MWE coal direct chemical looping large pilot plant - Pre-front end engineering and design (pre-feed) study,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"1,450,000.00",04/01/2017,03/31/2020,Disc Theme- Energy Environ,2018,GR,D-17-03,D-17-03,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00046138,Catalytic dopant in modified oxygen carriers for coal-direct chemical looping applications,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"160,000.00",09/19/2016,12/31/2018,Disc Theme- Energy Environ,2017,GR,R-16-21,R-16-21,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00046235,Nanocarbon production process using coal syngas,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Applied Sci's Inc,Non,Applied Sci's Inc,IND,INOH,OH Coal Dev,OHIO,OHIO,"100,000.00",04/01/2017,12/31/2019,Disc Theme- Energy Environ,2019,GR,PO #2678,PO #2678,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00051799,Study on fluidization and distribution characteristics of coal particles in packed oxygen carrier particles operated in a counter-current moving bed reducer reactor for coal direct chemical looping system,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Ohio University,Non,Ohio University,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"160,000.00",01/18/2018,05/30/2020,Disc Theme- Energy Environ,2019,GR,R-17-15,R-17-15,
"Fan, Liang-Shih",Fan,Liang-Shih,,Yes,Flag,,,Flag-CCUS,GRT00053268,10 MWe CDCL large pilot plant demonstration - phase I feasibility,"Fan,Liang-Shih",,Chemical & Biomolecular Eng,Chemical & Biomolecular Eng,100.00,College of Engineering,Babcock & Wilcox,Non,Babcock & Wilcox,IND,INOH,US Department of Energy,FED,DOE,"240,000.00",06/01/2018,07/31/2019,Disc Theme- Energy Environ,2019,CP,RCD 1501,RCD 1501,81.089
"Fiksel, Joseph",Fiksel,Joseph,,Yes,Flag,,,,GRT00031779,Ohio energy policy analysis,"Fiksel,Joseph",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,Advanced Energy Economy Ohio,Non,Advanced Energy Economy Ohio,OTHR,PRVT,,,,"3,500.00",01/25/2013,12/31/2014,,2015,CON,Agree dtd. 05/01/2013,Agree dtd. 05/01/2013,n/a
"Fiksel, Joseph",Fiksel,Joseph,,Yes,Flag,,,,GRT00035134,Supply chain cost optimization,"Fiksel,Joseph","Croxton, Keely L; Posner, Marc E",FCOB Marketing & Logistics,Integrated Systems Engineering,20.00,College of Engineering,Honda of America Manufacturing Inc,Non,Honda of America Manufacturing Inc,IND,INOH,,,,"20,000.00",01/01/2014,09/30/2015,,2015,CON,PO - 2100003572,PO HAM- 0000994272,
"Fiksel, Joseph",Fiksel,Joseph,,Yes,Flag,,,,GRT00044990,Waste Management Innovation: A Joint U.S.-India Conference,"Fiksel,Joseph","Basta, Nicholas Thomas",Sch of Environ & Natural Res,Integrated Systems Engineering,7.00,College of Engineering,US Department of State,Fed,US Department of State,FED,DOST,,,,"173,436.82",09/26/2016,08/31/2017,Disc Theme- Energy Environ,2017,GR,SIN65016GR0029,SIN65016GR0029,19.040
"Gabrielli, Paolo",Gabrielli,Paolo ,Yes,,No,,,,GRT00036320,Past climatic and environmental changes at high elevation in South Tyrol from the Mt. Ortles ice cores during the last centuries,"Gabrielli,Paolo","Thompson, Lonnie Gene",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Bolzano Dept Fire & Civil Protection,Non,Bolzano Agency for Civil Protection,OTHR,FRGN,,,,"45,039.99",07/01/2014,05/31/2016,Disc Theme- Energy Environ,2015,GR,142/2014,142/2014,
"Gabrielli, Paolo ",Gabrielli,Paolo ,Yes,,No,,,,GRT00036725,Analyzing atmospheric warming and environmental changes from high altitude ice cores,"Gabrielli,Paolo","Thompson, Lonnie Gene",Byrd Polar & Climate Rsch Cntr,Byrd Polar & Climate Rsch Cntr,25.00,Office of Academic Affairs,NSF Behavioral & Cognitive Sciences,Fed,NSF Behavioral & Cognitive Sciences,FED,NSF,,,,"239,073.00",03/15/2015,08/31/2017,Disc Theme- Energy Environ,2015,GR,BCS-1461422 (FY15),1461422,47.075
"Gabrielli, Paolo ",Gabrielli,Paolo ,Yes,,No,,,,GRT00037981,Order for the analysis of ice cores from the Sella plateau Dolomites (S1) in the framework of the Interegg IV project Italy-Austria permaqua,"Gabrielli,Paolo","Thompson, Lonnie Gene",Earth Sciences,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,Bolzano Dept Geology & Building Material,Non,Bolzano Dept Geology & Building Material,OTHR,FRGN,,,,"42,656.92",02/01/2015,01/31/2016,Disc Theme- Energy Environ,2015,CON,22.05.08/716916/EK,22.05.08/716916/EK,
"Gabrielli, Paolo ",Gabrielli,Paolo ,Yes,,No,,,,GRT00048142,Atmospheric mineral nanoparticles in Antarctic ice during the last climatic cycle,"Gabrielli,Paolo","Olesik, John William",Earth Sciences,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"693,077.00",08/15/2018,07/31/2021,Disc Theme- Energy Environ,2019,GR,1744961,1744961,47.050
"Gopalakrishnan, Sathya",Gopalakrishnan,Sathya,,Yes,No,,,,GRT00048850,CNH-L: Climate change adaptation in a coupled geomorphic-economic coastal system,"Gopalakrishnan,Sathya",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Univ of North Carolina,Non,Univ of North Carolina,OTHR,COLL,NSF Geosciences,FED,NSF,"213,715.00",08/01/2017,09/30/2020,Disc Theme- Energy Environ,2018,GR,577910-18-04,577910-18-04,47.050
"Gopalakrishnan, Sathya",Gopalakrishnan,Sathya,,Yes,No,,,,GRT00049968,Convergent learning from divergent perspectives: Interdisciplinary collaborations in informal science communication,"Gopalakrishnan,Sathya","Fowler, James Andrew; Kajfez, Rachel L.; Longmeier, Meris Mandernach; Nandi, Arnab",University Libraries,"Agric, Evrnml & Dev Econ",2.00,"College of Food, Ag & Environ",NSF Education & Human Resources,Fed,NSF Education & Human Resources,FED,NSF,,,,"812,888.00",09/01/2018,08/31/2021,Disc Theme- None Selected,2019,GR,1811119,1811119,47.076
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00039022,Demonstration of a beyond 37% IMM solar cell,"Grassman,Tyler Joshua","Ringel, Steven Adam",Materials Science Engineering,Electrical & Computer Engr.,25.00,College of Engineering,"SolAero Technologies, Corp.",Non,"SolAero Technologies, Corp.",IND,INOT,Air Force Research Laboratory,FED,DOD,"350,000.00",08/15/2014,08/14/2019,Disc Theme- Energy Environ,2015,CON,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00042266,"GaAsP/Si tandem solar cells: Pathway to low-cost, high-efficiency photovoltaics","Grassman,Tyler Joshua","Ringel, Steven Adam",Materials Science Engineering,Materials Science Engineering,40.00,College of Engineering,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"1,124,999.00",09/01/2016,08/31/2019,Disc Theme- Energy Environ,2017,GR,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00044312,NASA NSTRF graduate fellowship: Development of III-V/Si multijunction space photovoltaics,"Grassman,Tyler Joshua",,Electrical & Computer Engr.,Materials Science Engineering,20.00,College of Engineering,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"252,210.00",08/01/2016,07/31/2020,Disc Theme- Energy Environ,2017,GR,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00046337,MRI: Acquisition of a state-of-the-art scanning electron microscope for advanced materials research and education,"Grassman,Tyler Joshua","McComb, David W; Niezgoda, Stephen ; Powell, Heather Megan",Mechanical & Aerospace Engr,Materials Science Engineering,4.00,College of Engineering,NSF Div Materials Research,Fed,NSF Div Materials Research,FED,NSF,,,,"800,000.00",09/01/2017,08/31/2019,Disc Theme- Energy Environ; Disc Theme- Health Wellness,2018,GR,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00046338,Misfit dislocation dynamics at heterovalent semiconductor interfaces,"Grassman,Tyler Joshua",,Electrical & Computer Engr.,Materials Science Engineering,20.00,College of Engineering,NSF Div Materials Research,Fed,NSF Div Materials Research,FED,NSF,,,,"379,912.00",07/01/2017,06/30/2020,Disc Theme- Energy Environ,2018,GR,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00052774,Investigation of a novel Ga2O3/TiO2 conductive antireflection coating,"Grassman,Tyler Joshua","Ringel, Steven Adam",Materials Science Engineering,Materials Science Engineering,40.00,College of Engineering,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"200,000.00",08/15/2019,08/14/2021,Disc Theme- Energy Environ,2020,CP,,,
"Grassman, Tyler",Grassman,Tyler,,Yes,Flag,,,,GRT00056057,SBIR switching free DC voltage conversion,"Grassman,Tyler Joshua",,Electrical & Computer Engr.,Materials Science Engineering,20.00,College of Engineering,Polaris Semiconductor,Non,Polaris Semiconductor,IND,INOT,NSF Industrial Innovation & Partnerships,FED,NSF,"40,000.00",10/15/2019,12/31/2020,Disc Theme- None Selected,2020,GR,,,
"Gray, Suzanne",Gray,Suzanne,,,No,SENR,,,GRT00044637,Key drivers and functional significance of sensory and behavioral trait divergence across multiple environmental stressors in an African cichlid,"Gray,Suzanne Marie","Pintor, Lauren Melissa",Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",NSF Biological Sciences,Fed,NSF Integrative Organismal Biology,FED,NSF,,,,"498,559.00",07/01/2017,06/30/2020,Disc Theme- Energy Environ,2017,GR,1656542,1656542,47.074
"Gremillion, Kris",Gremillion,Kris,,Yes,No,,,,GRT00032543,AS-BIOL Tracking the origins of an adaptive trait syndrome with ancient DNA,"Gremillion,Kristen Jody",,Anthropology,Anthropology,100.00,Arts and Sciences,Univ of Virginia,Non,Univ of Virginia,OTHR,COLL,NSF Biological Sciences,FED,NSF,"16,115.00",06/01/2014,04/30/2016,,2015,GR,GA11064 146236,GA11064 146236,47.074
"Gremillion, Kris",Gremillion,Kris,,Yes,No,,,,GRT00042790,Tracking the origins of an adaptive trait syndrome with ancient DNA,"Gremillion,Kristen Jody",,Anthropology,Anthropology,100.00,Arts and Sciences,Univ of California - Berkeley,Non,Univ of California - Berkeley,OTHR,COLL,NSF Environmental Biology,FED,NSF,"13,376.00",05/17/2016,12/31/2017,Disc Theme- Food Prodn Sec,2017,GR,9263,00009263,47.074
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00036730,Phenotype and genotype of coral adaptation and acclimatization to global change,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,NSF Div Ocean Sciences,Fed,NSF Div Ocean Sciences,FED,NSF,,,,"348,133.00",03/15/2015,02/28/2018,Disc Theme- Energy Environ,2015,GR,OCE-1459536,1459536,47.050
